,Dial,"Date, GMT",Price,Dial numerals,Location,Material bezel,Movement,Ref. No.,Waterproof,Brand,Glass,Clasp,Gender,Bracelet material,Case material,Case diameter,Bracelet color,url,Movement/Caliber,Clasp material,Condition,Year,Availability
With papers,Black,,,,"United Kingdom, London",,Automatic,146.8.02,,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Leather,Steel,41 mm,,http://www.chrono24.com/jaegerlecoultre/master-compressor-dualmatic--id4526840.htm,,Steel,1 (mint),2009,Available now
With papers,Black,,,Arabic numerals,"Italy, l'aquila",,Automatic,Q1548171   1548171,5 ATM,Jaeger-LeCoultre,Sapphire Glass,,,Steel,Steel,39 mm,Steel,http://www.chrono24.com/jaegerlecoultre/master-control-date-steel-39mm-black-dial-g--id5058965.htm,JLC Caliber 899/1,Steel,0 (unworn),,Available now
,,,,,"Germany, Wiernsheim",,Manual winding,,,Jaeger-LeCoultre,,,Men's watch/Unisex,Textile,Steel,33 mm,,http://www.chrono24.com/jaegerlecoultre/military-black-dial-handaufzug-ca1940--id4775910.htm,,,1 (mint),1940,Available now
,Silver,,,,"Italy, Chieri (TO)",,Automatic,,,Jaeger-LeCoultre,Plastic,,,,,33 mm,,http://www.chrono24.com/jaegerlecoultre/laminata-oro-riserva-art-jc30--id4812648.htm,,,2 (fine),'60,Available now
With papers,,,,,"Hong Kong SAR, North Point",,Automatic,Q1612420,,Jaeger-LeCoultre,,,Men's watch/Unisex,Crocodile skin,Pink gold,,,http://www.chrono24.com/jaegerlecoultre/master-18k-pink-gold-8-days-perpetual-calendar-40mm-new--id2765064.htm,,,0 (unworn),,Available now
With papers,Silver,,,No numerals,"Italy, l'aquila",,Manual winding,Q3912420   3912420,3 ATM,Jaeger-LeCoultre,Sapphire Glass,,,Leather,Pink gold,"49,7 x 29,9 mm",Brown,http://www.chrono24.com/jaegerlecoultre/reverso-tribute-calendar-pink-gold-t--id4948071.htm,853,,0 (unworn),,Available now
With papers,Grey,,,Arabic numerals,"Belgium, Brussel",,Manual winding,270.8.54,,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Steel,Steel,26 x 42 mm,Steel,http://www.chrono24.com/jaegerlecoultre/reverso-duoface-day--night--id4964267.htm,,Steel,1 (mint),2008,Available now
,White,,,Arabic numerals,"Germany, Stuttgart",,,,,Jaeger-LeCoultre,,,,,,,,http://www.chrono24.com/jaegerlecoultre/atmos-viiic-art-deco-gelbgold-vintage-mit-zertifikat-ueber-6590---id3293237.htm,528,,,,Available now
With papers,,,,,"Netherlands, Kerkrade",,Automatic,Q2018470,,Jaeger-LeCoultre,,Buckle,Men's watch/Unisex,Pink Gold,Steel,,Black,http://www.chrono24.com/jaegerlecoultre/jaeger-lecoultre-master-compressor-navy-seals-limited--id4740604.htm,,Steel,1 (mint),2011,Available now
With papers,,,,,"Italy, Torino",,Manual winding,5011410/Q5011410,5 ATM,Jaeger-LeCoultre,Sapphire Glass,,,Crocodile skin,Yellow gold,,,http://www.chrono24.com/jaegerlecoultre/--grande-tradition-minute-repeater--id5485820.htm,,,0 (unworn),2016,Available now
With papers,White,,,Arabic numerals,"Italy, Palermo",Steel,Quartz,Q3208424,,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Ladies' watch,Ostrichskin,Steel,20 x 40 mm,Brown,http://www.chrono24.com/jaegerlecoultre/reverso-new-classic-quartz--268847--id3291908.htm,,Steel,0 (unworn),2015,Available now
,Gold,,,,"Belgium, Bruxelles",,Automatic,,,Jaeger-LeCoultre,,,,Leather,Yellow gold,35 mm,,http://www.chrono24.com/jaegerlecoultre/classique-vintage-power-reserve-gold-dial--id5677875.htm,,,,1950,Available now
With box,,,,,"Austria, Baden bei Wien",,Automatic,855,,Jaeger-LeCoultre,,,,Crocodile skin,Steel,37 mm,,http://www.chrono24.com/jaegerlecoultre/memovox-vintage--id5377435.htm,,,2 (fine),1960,Available now
With papers,Grey,,,,"Italy, Roma",,Automatic,140.8.93.S,,Jaeger-LeCoultre,,,,Leather,Steel,,Black,http://www.chrono24.com/jaegerlecoultre/master-control-140893s--id4343900.htm,,,1 (mint),2004,Available now
With papers,,,,,"United Kingdom, London",,Manual winding,274.2.85,3 ATM,Jaeger-LeCoultre,,,Men's watch/Unisex,Crocodile skin,Pink gold,32 mm,,http://www.chrono24.com/jaegerlecoultre/grande-reverso-rose-gold-limited-edition--id5717962.htm,986,,1 (mint),2010,Available now
With papers,White,,,Roman numerals,"Italy, l'aquila",,Manual winding,Q5101202,,Jaeger-LeCoultre,,,,,Yellow gold,200 x 155 mm,,http://www.chrono24.com/jaegerlecoultre/atmos-classique-t--id3829380.htm,560,,0 (unworn),,Available now
With papers,Grey,,,,"Poland, Kraków",,Automatic,150.2.22,10 ATM,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Crocodile skin,Pink gold,46 mm x 55 mm mm,Black,http://www.chrono24.com/jaegerlecoultre/master-compressor-extreme-world-18k-rose-gold-limited-xx30--id3708552.htm,JL 752,Pink Gold,1 (mint),,Available now
With papers,,,,,"Italy, Torino",,Automatic,1362520,,Jaeger-LeCoultre,,,,Leather,Pink gold,39 mm,,http://www.chrono24.com/jaegerlecoultre/--master-ultra-thin-moon--id5017356.htm,,,0 (unworn),2016,Available now
With papers,,,,,"United Kingdom, London",,,Q1538171 or 1538171,,Jaeger-LeCoultre,,,,,,,,http://www.chrono24.com/jaegerlecoultre/master-chronograph-stainless-steel-40mm--id4934253.htm,,,0 (unworn),,Available now
With papers,White,,,Arabic numerals,"Belgium, Antwerpen",Yellow gold,Quartz,250.1.08,,Jaeger-LeCoultre,Sapphire Glass,Buckle,Men's watch/Unisex,Leather,Yellow gold,19 x 33 mm,Brown,http://www.chrono24.com/jaegerlecoultre/reverso-classique-mid-size-yellow-gold-18k-bp2006-33mm--id4474211.htm,,Yellow gold,1 (mint),2006,Available now
With papers,,,,,"Netherlands, Kerkrade",,Automatic,Q2018670,,Jaeger-LeCoultre,,Buckle,Men's watch/Unisex,Rubber,Steel,,Black,http://www.chrono24.com/jaegerlecoultre/jaeger-lecoultre-master-compressor-navy-seals-limited-500pcs--id3477615.htm,,Steel,1 (mint),2012,Available now
With papers,,,,,Germany,Titanium,Automatic,208A570,,Jaeger-LeCoultre,,Buckle,Men's watch/Unisex,Textile,Ceramic,,Black,http://www.chrono24.com/jaegerlecoultre/deep-sea-chronograph-cermet--id5339177.htm,,,1 (mint),2015,Available now
With papers,Silver,,,Roman numerals,"Italy, ROMA",Steel,Quartz,Q2618130,30 ATM,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,,Steel,Steel,32.2 x 21 mm,Steel,http://www.chrono24.com/jaegerlecoultre/jaeger-lecoultre-reverso-classique-small-q2618130--id5611708.htm,,Steel,0 (unworn),2016,Available now
With box,,,,,"Italy, Chieri (TO)",,Automatic,,,Jaeger-LeCoultre,Plastic,,,,,36 mm,,http://www.chrono24.com/jaegerlecoultre/memovox-autom-svegliarino-laminato-art-jc74--id4812915.htm,,,1 (mint),'50,Available now
With papers,White,,,Roman numerals,"Italy, l'aquila",,Manual winding,Q5111202,,Jaeger-LeCoultre,,,,,Yellow gold,200 x 155 mm,,http://www.chrono24.com/jaegerlecoultre/atmos-classique-fasi-luna-t--id3829387.htm,JLC562,Steel,0 (unworn),,Available now
With papers,Black,,,Arabic numerals,"Poland, Kraków",,Automatic,160.T.25,100 ATM,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Ceramic,Steel,44 mm x 51 mm from lug to lug mm,Black,http://www.chrono24.com/jaegerlecoultre/master-compressor-diving-chronograph-box--papers--id4738591.htm,751 D,Steel,1 (mint),2008,Available now
With papers,,,,,"Italy, TORINO",,Quartz,261.81.30,,Jaeger-LeCoultre,,,Ladies' watch,Steel,,0 mm,,http://www.chrono24.com/jaegerlecoultre/reverso-classic-piccolo--id5370697.htm,,,0 (unworn),2017,Available now
With papers,,,,,"Italy, TORINO",,Automatic,1378420,,Jaeger-LeCoultre,,,,Crocodile skin,Steel,,,http://www.chrono24.com/jaegerlecoultre/jaeger-lecoultre-reserve-de-marche--id5334856.htm,,,0 (unworn),2016,Available now
With papers,,,,,Germany,,Automatic,290.8.60,,Jaeger-LeCoultre,,Fold clasp,Men's watch/Unisex,Rubber,Steel,,Black,http://www.chrono24.com/jaegerlecoultre/reverso-grand-sport--id4937709.htm,,Steel,2 (fine),2001,Available now
With papers,,,,,"United Kingdom, London",,Quartz,250.5.08,,Jaeger-LeCoultre,,Fold clasp,Men's watch/Unisex,Leather,Gold/Steel,23 x 38 mm,,http://www.chrono24.com/jaegerlecoultre/reverso-18k-gold-steel-medium-size-quartz-ref-250508--id5556855.htm,,Steel,1 (mint),2008,Available now
With papers,Black,,,,"United Kingdom, London",Titanium,Automatic,Q185T770,,Jaeger-LeCoultre,Sapphire Glass,"Fold clasp, hidden",Men's watch/Unisex,Rubber,Titanium,46 mm,Black,http://www.chrono24.com/jaegerlecoultre/titanium-diving-pro-geo-master-compressor-bp-q185t770--id4297797.htm,,Titanium,0 (unworn),2016,Available now
,White,,,,"Belgium, Bruxelles",,Quartz,,,Jaeger-LeCoultre,,,,Leather,Steel,34 mm,,http://www.chrono24.com/jaegerlecoultre/heraion-chronograph-115531--id5677774.htm,,,,1990,Available now
With papers,Black,,,Arabic numerals,"Netherlands, Maastricht",,Automatic,140.6.87,5 ATM,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Platinum,37 x 43 mm,Black,http://www.chrono24.com/jaegerlecoultre/master-control-triple-date-platinum--id3049891.htm,JLC Cal. 891/ 447,Platinum,1 (mint),1998,Available now
With papers,Black,,"$6,950",,"Switzerland, Basel",,Automatic,176 84 70,10 ATM,Jaeger-LeCoultre,,,Men's watch/Unisex,Crocodile skin,Steel,46.2 mm,,http://www.chrono24.com/jaegerlecoultre/jaeger-lecoultre-master-compressor-men-extreme-world-chronograph--176-84-70--id4859629.htm,752,,1 (mint),,Available now
,,,,,"Netherlands, Maastricht",,Manual winding,250.2.86,,Jaeger-LeCoultre,Sapphire Glass,Buckle,Men's watch/Unisex,Crocodile skin,Pink gold,,Black,http://www.chrono24.com/jaegerlecoultre/reverso-classique--id5680794.htm,,Pink Gold,1 (mint),,Available now
With papers,,,,,"Italy, Torino",,Automatic,3448420,3 ATM,Jaeger-LeCoultre,,Buckle,,Crocodile skin,Steel,3.3 x 12.4 mm,,http://www.chrono24.com/jaegerlecoultre/--rendez-vous-night--day--id5017259.htm,,,0 (unworn),2016,Available now
With papers,Silver,,,,"United Kingdom, London",Pink gold,Automatic,Q1892420,,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Ladies' watch,Leather,Pink gold,38 mm,White,http://www.chrono24.com/jaegerlecoultre/18k-rg-master-compressor-diving-gmt-bp-q1892420--id4297878.htm,,Pink Gold,0 (unworn),2016,Available now
With papers,Black,,,,"Germany, Köln",,Automatic,190.8.97,,Jaeger-LeCoultre,Sapphire Glass,,Men's watch/Unisex,Leather,Steel,42 mm,,http://www.chrono24.com/jaegerlecoultre/amvox-alarm-aston-martin-stahl-190897--id5688760.htm,,,1 (mint),2005,Available now
With papers,,,,,"Italy, l'aquila",,Automatic,Q208A570,10 ATM,Jaeger-LeCoultre,,,,,Titanium,44 mm,Black,http://www.chrono24.com/jaegerlecoultre/deep-sea-chronograph-208a570-new--id3491306.htm,Jaeger-LeCoultre Calibre 758,,0 (unworn),,Available now
,,,,,"Monaco, Monaco",,Automatic,Q2578420,,Jaeger-LeCoultre,,,Ladies' watch,Crocodile skin,Steel,24 x 40 mm,,http://www.chrono24.com/jaegerlecoultre/reverso-lady-q2578420--id5453764.htm,,,0 (unworn),,Available now
,White,,,No numerals,"Poland, Kraków",,Quartz,140.130.1,,Jaeger-LeCoultre,Sapphire Glass,Jewelry clasp,Ladies' watch,Lizard skin,Yellow gold,"24 mm case excluding crown x 25,60 mm case with crown 30mm lug to lug mm",Brown,http://www.chrono24.com/jaegerlecoultre/moonphase-18k-gold--id5065332.htm,618,Gold/Steel,1 (mint),2000-2001,Available now
With papers,,,,No numerals,"Italy, l'aquila",Pink gold,Automatic,Q1302520,5 ATM,Jaeger-LeCoultre,,Buckle,,Crocodile skin,Pink gold,39 mm,Brown,http://www.chrono24.com/jaegerlecoultre/master-ultra-thin-perpetual-1302520-new-m--id3490592.htm,Jaeger-LeCoultre Calibre 868,Pink Gold,0 (unworn),,Available now
With box,Silver,,,,"France, Lyon",,Automatic,171.8.90S,,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Leather,Steel,38.5 mm,,http://www.chrono24.com/jaegerlecoultre/master-control-ultra-thin--id5707890.htm,,,1 (mint),,Available now
With box,Silver,,"$6,699",,"United States, New York, Airmont",,Automatic,,5 ATM,Jaeger-LeCoultre,,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,,Black,http://www.chrono24.com/jaegerlecoultre/master-ultra-thin-moon-39-1368420--id4994151.htm,,,0 (unworn),,Available now
With papers,,,"$8,500",,"United States, Massachusetts, Milford",,,q8108420,,Jaeger-LeCoultre,,,,,,,,http://www.chrono24.com/jaegerlecoultre/geophysic-universal-time-geophysic-universal-time-q8108420--id5594563.htm,,,1 (mint),,Available now
With box,Silver,,"$39,500",Arabic numerals,"United States, Florida, Surfside",Steel,Automatic,146.8.34.S,,Jaeger-LeCoultre,,"Fold clasp, hidden",Men's watch/Unisex,Steel,Steel,41 mm,Black,http://www.chrono24.com/jaegerlecoultre/tourbillon-146834s-1658420--id3503302.htm,,Steel,1 (mint),2011,Available now
With papers,Silver,,"$10,403",,"United States, Florida, 33431",,Automatic,290.1.60,,Jaeger-LeCoultre,,,,Yellow Gold,Yellow gold,44 x 26 mm,Gold,http://www.chrono24.com/jaegerlecoultre/reverso-gran-sport-18k-gold-watch-boxbooks-290160--id5724247.htm,,,1 (mint),,Available now
With box,Blue,,"$17,350",,"United States, New York, Brooklyn NY",Pink gold,Automatic,Q8102520,5 ATM,Jaeger-LeCoultre,Sapphire Glass,Buckle,Men's watch/Unisex,Crocodile skin,Pink gold,41.6 mm,Brown,http://www.chrono24.com/jaegerlecoultre/geophysic--id3839747.htm,JLC 772,,0 (unworn),,Available now
With box,Silver,"Date, GMT","$6,990",,"United States, Georgia, Atlanta",,Automatic,142.8.92,,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,38 mm,Brown,http://www.chrono24.com/jaegerlecoultre/gents-stainless-steel--master-geographic-world-timer-strapwatch--id2428200.htm,,,1 (mint),,Available now
With box,Silver,,"$10,900",Arabic numerals,"United States, Georgia, Atlanta",Yellow gold,Quartz,Q2611110,,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Ladies' watch,Yellow Gold,,33 x 20.5 mm,Gold,http://www.chrono24.com/jaegerlecoultre/reverso-lady-18k-yellow-gold-watch-q2611110--id3911754.htm,,,1 (mint),2003,Available now
With papers,Black,,"$6,725",Arabic numerals,"United States, New York, New York",,Manual winding,,,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,,Crocodile skin,Pink gold,23 x 38 mm,Black,http://www.chrono24.com/jaegerlecoultre/reverso-collection-reverso-classique-mid-size-18k-rg-black-dial-ref--id2570456.htm,,Pink Gold,1 (mint),,Available now
,White,,"$6,000",,"United States, Florida, North Miami Beach",Steel,Automatic,Q7058720,5 ATM,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Ladies' watch,Leather,Steel,42 x 28 mm,,http://www.chrono24.com/jaegerlecoultre/squadra-ladies-duetto-diamonds-leather-ladies-watch--id4308271.htm,,Steel,1 (mint),,Available now
With papers,Grey,,"$190,000",,"United States, California, Beverly Hills",,Manual winding,164.64.23,,Jaeger-LeCoultre,,,,,,40 mm,,http://www.chrono24.com/jaegerlecoultre/1646423--id3948784.htm,,,1 (mint),,Available now
With box,Black,,"$48,500",Arabic numerals,"United States, California, Newport Beach",,Automatic,Q1666470,5 ATM,Jaeger-LeCoultre,Sapphire Glass,,,Crocodile skin,Platinum,43 mm,,http://www.chrono24.com/jaegerlecoultre/master-tourbillon-q1666470-pre-owned--id4251232.htm,,,1 (mint),,Available now
,Black,,"$9,499",,"United States, Florida, Naples",Ceramic,Automatic,Q178T470,100 ATM,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Men's watch/Unisex,Leather,Titanium,44 mm,,http://www.chrono24.com/jaegerlecoultre/master-compressor-diving-chronograph-gmt-navy-seals-q178t470--id4769676.htm,,,,,Available now
With papers,Champagne,,"$57,350",,"United States, California, Beverly Hills",,Automatic,1322410,,Jaeger-LeCoultre,,,,,,,,http://www.chrono24.com/jaegerlecoultre/1322410--id3948918.htm,,,0 (unworn),,Available now
With papers,White,,"$50,000",Arabic numerals,United States,Pink gold,Automatic,Q1652420,5 ATM,Jaeger-LeCoultre,Sapphire Glass,Double-fold clasp,Men's watch/Unisex,Leather,Pink gold,41.5 mm,Brown,http://www.chrono24.com/jaegerlecoultre/master-tourbillon--id4925370.htm,Jaeger-LeCoultre Calibre 978,Pink Gold,1 (mint),2009,Available now
With box,Silver,"Date, GMT","$6,490",Arabic numerals,"United States, Texas, Dallas",,Automatic,150.84.20,,Jaeger-LeCoultre,,Fold clasp,Men's watch/Unisex,Crocodile skin,Steel,40 mm,Brown,http://www.chrono24.com/jaegerlecoultre/master-geographique-model-1508420--id4433906.htm,,Steel,1 (mint),,Available now
With papers,Black,"Date, GMT","$17,500",Arabic numerals,"United States, California, Newport Beach",,Automatic,Q1732441,10 ATM,Jaeger-LeCoultre,Sapphire Glass,,,Crocodile skin,Pink gold,42 mm,,http://www.chrono24.com/jaegerlecoultre/master-compressor-gmt-q1732441--id2600839.htm,,,0 (unworn),,Available now
With papers,Silver,,"$12,500",Arabic numerals,"United States, New York, New York",,Automatic,141.24.20,,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,,Crocodile skin,Pink gold,39 x 46 mm,Black,http://www.chrono24.com/jaegerlecoultre/master-control-master-memovox-18k-rose-gold-39mm-ref-1412420--id2789527.htm,,Pink Gold,1 (mint),,Available now
,Silver,,"$2,200",Arabic numerals,"United States, California, Beverly Hills",,Manual winding,,,Jaeger-LeCoultre,,,Men's watch/Unisex,Crocodile skin,Steel,34 x 40 mm,Brown,http://www.chrono24.com/jaegerlecoultre/circa-1940s--id4648297.htm,P478,,1 (mint),1940's,Available now
With papers,Champagne,,"$12,995",,"United States, Missouri, Chesterfield",,Automatic,,5 ATM,Jaeger-LeCoultre,,,,Crocodile skin,Pink gold,,Black,http://www.chrono24.com/jaegerlecoultre/master-control-grande-ultra-thin-rose-gold-q1352420--id4255954.htm,896,,0 (unworn),,Available now
With papers,Silver,,"$15,999 [Negotiable]",Arabic numerals,"United States, New York, Greenvale",Pink gold,Manual winding,Q3302421,3 ATM,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Ladies' watch,Leather,Pink gold,40 x 24 mm,Black,http://www.chrono24.com/jaegerlecoultre/grande-reverso-lady-ultra-thin-18k-solid-rose-gold-diamonds--id4020006.htm,Mechanical Manually Wound Movement,Pink Gold,1 (mint),,Available now
With papers,Black,,"$15,500",,"United States, California, Beverly Hills",,Automatic,192.T4.70,,Jaeger-LeCoultre,,,,,,44 mm,,http://www.chrono24.com/jaegerlecoultre/192t470--id2260375.htm,,,1 (mint),,Available now
With papers,,"Date, GMT","$16,000",,"United States, Illinois, BUFFALO GROVE",,,Q185T770,,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Men's watch/Unisex,,,46 mm,,http://www.chrono24.com/jaegerlecoultre/master-compressor-q185t770--id5184201.htm,,,1 (mint),,Available now
With papers,Silver,,"$9,795",,"United States, New Jersey, Cresskill",,Manual winding,Q3202421,5 ATM,Jaeger-LeCoultre,,Fold clasp,Ladies' watch,Crocodile skin,Pink gold,40 x 24 mm,Black,http://www.chrono24.com/jaegerlecoultre/reverso-18k-rose-gold-lady-ultra-thin-manual-ladies-watch--q3202421--id5257646.htm,846,,0 (unworn),,Available now
With papers,Silver,,"$97,575",,"United States, California, Newport Beach",,Manual winding,164.64.20,5 ATM,Jaeger-LeCoultre,Sapphire Glass,,,Crocodile skin,Platinum,44 mm,,http://www.chrono24.com/jaegerlecoultre/master-minute-repeater-grande-1646420-pre-owned--id2031251.htm,,,1 (mint),,Available now
,Silver,,"$9,875",,"United States, New York, New York",,Automatic,140.1.87,6 ATM,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Men's watch/Unisex,Crocodile skin,Yellow gold,37 x 43 mm,Black,http://www.chrono24.com/jaegerlecoultre/master-control-triple-calendar-18k-yellow-gold-silver-dial-37mm-deployment--ref-140187--id4154992.htm,,Yellow gold,1 (mint),1990's,Available now
With papers,Silver,,"$15,995",,"United States, Missouri, Chesterfield",,Automatic,,5 ATM,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,,Crocodile skin,Pink gold,35 x 41 mm,,http://www.chrono24.com/jaegerlecoultre/reverso-squadra-hometime-rose-gold-q7002420--id4255986.htm,,,0 (unworn),,Available now
With papers,Black,,"$13,999 [Negotiable]",No numerals,"United States, New York, Greenvale",Ceramic,Automatic,Q208A570,10 ATM,Jaeger-LeCoultre,Sapphire Glass,Buckle,Men's watch/Unisex,Satin,Ceramic,44 mm,Black,http://www.chrono24.com/jaegerlecoultre/master-compressor-diving-chronograph--id4020033.htm,Self Winding Automatic Movement,Steel,1 (mint),,Available now
,,,"$27,750",Arabic numerals,"United States, Florida, North Miami Beach",Pink gold,Manual winding,Q3352120,3 ATM,Jaeger-LeCoultre,Sapphire Glass,Fold clasp,Ladies' watch,Pink Gold,Pink gold,40.1 x 20 mm,Gold,http://www.chrono24.com/jaegerlecoultre/reverso-one-duetto-moon-pink-gold-watch-with-bracelet--id5689417.htm,,,0 (unworn),,Available now
With papers,Black,,"$8,500",,"United States, California, Beverly Hills",,Automatic,174.8.96,,Jaeger-LeCoultre,,,,,,40 mm,,http://www.chrono24.com/jaegerlecoultre/174896--id3949004.htm,,,1 (mint),,Available now
,,,"$1,260",,"United States, Texas, Houston",,Manual winding,,,Jaeger-LeCoultre,Plexiglass,Buckle,Men's watch/Unisex,Leather,,34 x 31.5 mm,Brown,http://www.chrono24.com/jaegerlecoultre/vintage--manual-wind-gold-watch-34x315mm-swiss-made-square--id5692248.htm,,Gold/Steel,1 (mint),,Available now
With papers,Black,"Date, GMT","$12,800",Arabic numerals,"United States, California, Newport Beach",,Automatic,Q189LC70,10 ATM,Jaeger-LeCoultre,Sapphire Glass,,,Ceramic,Ceramic,39 mm,,http://www.chrono24.com/jaegerlecoultre/master-compressor-diving-gmt-q189lc70--id4778545.htm,,,0 (unworn),,Available now
