,Case diameter,Dial,Code,Ref. No.,"Date, GMT",Gender,Brand,Dial numerals,Availability,Clasp,"Chronometer, Helium Valve",Case material,Location,url,Price,Condition,Movement
With papers,44 x 53 mm,Black,8465,PAM 86,,,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-anthracite-dial-d-series-ref-pam-86--id2749265.htm,price on request,1 (mint),Automatic
New,,,142048955764,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-tuttonero-3-days-gmt-automatic-ceramica-automatic-mens-watch-pam00438--id4639650.htm,"$10,300",0 (unworn),
With papers,47 x 57 mm,Black,9847,PAM 389,,Men's watch/Unisex,Panerai,,On request,Buckle,,Titanium,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-submersible-collection-luminor-submersible-1950-amagnetic-3-days-o-series--ref-pam-389--id4427108.htm,price on request,1 (mint),Automatic
,44 x 53 mm,Black,9032,PAM 005,,,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-stainless-steel-black-logo-dial-44mm-ref-pam-005--id2861035.htm,price on request,1 (mint),Manual winding
With papers,45 mm,Black,9275,PAM 183,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/radiomir-collection-stainless-steel-exhibition-back-black-seal-45mm-2008-ref-pam-183--id3085418.htm,price on request,1 (mint),Manual winding
With papers,44 x 53 mm,Black,7746,PAM 196,,,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-daylight-chronograph-44mm-steel-h-series-ref-pam-196--id2213465.htm,price on request,1 (mint),Automatic
With papers,40 x 48 mm,White,9514,PAM 51,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-40mm-stainless-steel-j-series-2008--ref-pam-51--id3451130.htm,price on request,1 (mint),Automatic
New,,,381696018255,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/radiomir-1940-manual-mens-watch-pam00574--id5515270.htm,"$6,150",0 (unworn),
New,,,401150588994,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/radiomir-1940-3-days-automatic-acciaio-automatic-mens-watch-pam00620--id4719345.htm,"$8,750",0 (unworn),
With papers,44 x 53 mm,Champagne,10039,PAM 251,,Men's watch/Unisex,Panerai,,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-daylight-chronograph-44mm-ivory-dial-i-series-circa-2006-ref-pam-251--id5127924.htm,price on request,1 (mint),Automatic
New,,,401268743507,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/radiomir-black-seal-3-days-automatic-automatic-mens-watch-pam00388--id5691600.htm,"$5,525",0 (unworn),
With papers,44 mm,Black,5009,PAM 63,,,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-gmt-tom-cruise-44mm-stainless-steel-c-series-ref-pam-63--id2789438.htm,price on request,1 (mint),Automatic
New,,,381695999451,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-marina-3-days-acciaio-manual-winding-mens-watch-pam00422--id4605849.htm,"$7,395",0 (unworn),
,44 x 53 mm,White,7789,PAM 188,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-daylight-chronograph-44mm-steel-h-series-2005-ref-pam-188--id2245595.htm,price on request,1 (mint),Automatic
New,,,381694671486,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-8-days-gmt-acciaio-manual-winding-mens-watch-pam00233--id5719751.htm,"$9,400",0 (unworn),
New,,,142047999975,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-submersible-automatic-acciaio-automatic-mens-watch-pam00024--id4601924.htm,"$5,695",0 (unworn),
New,,,401247328950,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-marina-8-days-acciaio-manual-mens-watch-pam00510--id5638065.htm,"$5,125",0 (unworn),
With papers,45 mm,Blue,9960,PAM 659,"Date, GMT",Men's watch/Unisex,Panerai,,On request,Double-fold clasp,,Pink gold,"United States, New York, New York",http://www.chrono24.com/panerai/radiomir-collection-radiomir-1940-10-days-gmt-18k-rose-gold-blue-dial-boutique-edition-ref-pam-659--id4858809.htm,price on request,0 (unworn),Automatic
With papers,44 x 54 mm,,9110,PAM 351,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Titanium,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-1950-44mm-titanium-brown-dial-m-serial-2010-ref-pam-351--id2891091.htm,price on request,1 (mint),Automatic
New,,,401150029540,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-3-days-acciaio-manual-winding-mens-watch-pam00372--id5691592.htm,"$6,775",0 (unworn),
With papers,44 x 53 mm,Black,9141,PAM 104,,,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-steel-black-dial-44mm-2003-ref-pam-104--id2924747.htm,price on request,1 (mint),Automatic
With papers,40 mm,Black,5075,PAM 244,"Date, GMT",,Panerai,Arabic numerals,On request,Fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-gmt-40mm-steel-ref-pam-244--id2204007.htm,price on request,0 (unworn),Automatic
With papers,44 x 54 mm,Black,9744,PAM 332,,Men's watch/Unisex,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-1950-regatta-rattrapante-dlc-coated-steel-ltd-ed-2009-ref-pam-332--id4154989.htm,price on request,1 (mint),Automatic
New,,,381696011291,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-3-days-gmt-automatic-acciaio-automatic-mens-watch-pam00535--id5604343.htm,"$6,710",0 (unworn),
New,,,142181276827,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-manual-mens-watch-pam01000--id5233192.htm,"$4,750 [Negotiable]",0 (unworn),
With papers,44 x 53 mm,Black,8023,PAM 312,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-1950-3-day-power-reserve-44mm-o-series-2012-ref-pam-312--id2431949.htm,price on request,1 (mint),Automatic
With papers,44 mm,White,4053,PAM 113,,,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-stainless-steel-white-arabic-dial-44mm-ref-pam-113--id2203181.htm,price on request,0 (unworn),Manual winding
New,,,381810462378,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/radiomir-8-days-titanio-manual-winding-mens-watch-pam00346--id5515261.htm,"$8,475",0 (unworn),
New,,,401269436884,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/radiomir-1940-3-days-automatic-acciaio-automatic-mens-watch-pam00657--id5697500.htm,"$8,700",0 (unworn),
With papers,44 x 53 mm,Black,8148,PAM 356,,,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-daylight-chronograph-black-dial-ref-pam-356--id2528790.htm,price on request,0 (unworn),Automatic
With papers,47 x 57 mm,,7473,PAM 368,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Titanium,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-1950-left-handed-8-days-titanio-47mm-ref-pam-368--id2203518.htm,price on request,0 (unworn),Manual winding
With papers,45 x 56 mm,Black,7259,FER00014,,,Panerai,,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/ferrari-collection-ferrari-scuderia-flyback-chronograph-45mm-stainless-steel-ref-fer00014--id2789416.htm,price on request,1 (mint),Automatic
With papers,44 x 53 mm,Black,8389,PAM 05,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-logo-stainless-steel-44mm-k-series-2009-ref-pam-05--id3793505.htm,price on request,1 (mint),Manual winding
With box,44 x 53 mm,Black,9403,PAM 140,,Men's watch/Unisex,Panerai,,On request,Double-fold clasp,,Yellow gold,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-18k-yg-carbon-fiber-dial-circa-2002-ref-pam-140--id3294899.htm,price on request,1 (mint),Automatic
With papers,42 x 51 mm,White,10107,PAM 523,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-1950-3-days-steel-42mm-white-dial-2014-ref-pam-523--id5452538.htm,price on request,1 (mint),Automatic
New,,,381612869567,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-3-days-chrono-flyback-automatic-oro-rosso-automatic-mens-watch-pam00525--id5623503.htm,"$21,400 [Negotiable]",0 (unworn),
New,,,142048961740,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-base-8-days-acciaio-manual-winding-mens-watch-pam00560--id4605860.htm,"$5,100",0 (unworn),
,40 x 48 mm,Blue,7832,PAM 119,,,Panerai,,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-40mm-blue-dial-ref-pam-119--id2789565.htm,price on request,1 (mint),Automatic
With papers,44 x 53 mm,Black,7930,PAM 318,,,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-logo-brooklyn-bridge-special-series-ref-pam-318--id2789321.htm,price on request,1 (mint),Manual winding
New,,,142048008253,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-gmt-automatic-acciaio-automatic-mens-watch-pam00297--id5691594.htm,"$6,950",0 (unworn),
New,,,142049150161,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/radiomir-1940-3-days-gmt-power-reserve-automatic-mens-watch-pam00628--id5703676.htm,"$8,250",0 (unworn),
With papers,44 x 53 mm,Black,9023,PAM 104,,,Panerai,,On request,Fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-stainless-steel-date-black-dial-44mm-2007-ref-pam-104--id2860147.htm,price on request,1 (mint),Automatic
With papers,40 x 48 mm,Blue,9378,PAM 120,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-40mm-steel-blue-dial-h-series-circa-2005-ref-pam-120--id3540720.htm,price on request,1 (mint),Automatic
With papers,40 x 48 mm,Blue,9624,PAM 69,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-40mm-stainless-steel-blue-dial-d-series-2001-ref-pam-69--id3727678.htm,price on request,1 (mint),Automatic
,44 x 53 mm,Black,8933,PAM 88,"Date, GMT",Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-gmt-44mm-stainless-steel-e-series-2002-ref-pam-88--id2856416.htm,price on request,1 (mint),Automatic
With papers,44 x 53 mm,Black,10036,PAM 176,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Titanium,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-base-titanium-44mm-black-sandwich-dial--m-series-ref-pam-176--id5127923.htm,price on request,1 (mint),Manual winding
New,,,142048961737,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-3-days-gmt-power-reserve-automatic-acciaio-automatic-mens-watch-pam00537--id4719353.htm,"$6,650",0 (unworn),
New,,,401269358707,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-marina-limited-edition-manual-mens-watch-pam00673--id5691610.htm,"$8,850",0 (unworn),
New,,,401268741824,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-marina-3-days-automatic-titanio-automatic-mens-watch-pam00351--id5691615.htm,"$6,125",0 (unworn),
With papers,47 mm,Black,7783,PAM 424,,,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/radiomir-collection-radiomir-california-3-days-47mm-stainless-steel--ref-pam-424--id2244968.htm,price on request,0 (unworn),Manual winding
With papers,44 x 53 mm,Black,9366,PAM 196,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-daylight-chronograph-44mm-steel-g-series-2004-ref-pam-196--id3259842.htm,price on request,1 (mint),Automatic
New,,,142263936012,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-marina-automatic-acciaio-automatic-mens-watch-pam00048--id5691596.htm,"$5,900",0 (unworn),
With papers,44 x 53 mm,,8181,PAM 180,,,Panerai,Arabic numerals,On request,Double-fold clasp,,White gold,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-18k-wg-carbon-fiber-dial-2004-ref-pam-180--id2789490.htm,price on request,1 (mint),Automatic
With papers,44 x 54 mm,Black,9577,PAM 253,,Men's watch/Unisex,Panerai,,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-1950-flyback-regatta-limited-edition-2006-ref-pam-253--id3611976.htm,price on request,1 (mint),Automatic
With papers,44 x 53 mm,Black,8365,PAM 176,,,Panerai,Arabic numerals,On request,Buckle,,Titanium,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-base-titanio-44mm-black-sandwich-dial-ref-pam-176--id2676222.htm,price on request,1 (mint),Manual winding
With papers,44 x 53 mm,Blue,8957,PAM 327,,,Panerai,Arabic numerals,On request,Double-fold clasp,,Titanium,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-daylight-chronograph-titanium-blue-dial-l-series-ref-pam-327--id2862840.htm,price on request,1 (mint),Automatic
With papers,40 x 47 mm,Black,9381,PAM 72,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Double-fold clasp,,Titanium,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-chronograph-titanium-40mm-black-dial-2000-ref-pam-72--id3269182.htm,price on request,1 (mint),Automatic
With papers,44 x 54 mm,Black,9950,PAM 320,"Date, GMT",Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-1950-3-days-gmt-steel-44mm-black-dial-l-series--ref-pam-320--id4756486.htm,price on request,1 (mint),Automatic
With papers,44 x 53 mm,Black,8395,PAM 359,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-1950-3-days-dirty-dial-m-series-2010-ref-pam-359--id2690851.htm,price on request,1 (mint),Automatic
With papers,47 mm,Black,8908,PAM 424,,,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/radiomir-collection-radiomir-california-3-days-47mm-o-series-ref-pam-424--id2776486.htm,price on request,1 (mint),Manual winding
With papers,44 x 54 mm,Black,7432,PAM 270,"Date, GMT",,Panerai,Arabic numerals,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-1950-10-days-power-reserve-gmt-j-series-ref-pam-270--id2789623.htm,price on request,1 (mint),Automatic
With papers,44 x 53 mm,Champagne,8974,PAM 251,,,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-daylight-chronograph-44mm-ivory-dial-on-rubberb-ref-pam-251--id2822823.htm,price on request,1 (mint),Automatic
New,,,381729534325,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-1950-marina-3-days-automatic-acciaio-automatic-mens-watch-pam00523--id4711598.htm,"$5,700",0 (unworn),
With papers,44 x 53 mm,Black,8156,PAM 164,,,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-44mm-stainless-steel-h-series-ref-pam-164--id2531918.htm,price on request,1 (mint),Automatic
With papers,40 x 48 mm,Black,9418,PAM 241,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-power-reserve-40mm-black-waffle-dial-circa-2013-ref-pam-241--id3548345.htm,price on request,1 (mint),Automatic
,44 x 53 mm,Black,9059,PAM 063,"Date, GMT",,Panerai,,On request,Buckle,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-gmt-tom-cruise-c-series-44mm-ref-pam-063--id2871854.htm,price on request,1 (mint),Automatic
,40 x 48 mm,Black,9618,PAM 48,,Men's watch/Unisex,Panerai,Arabic numerals,On request,Double-fold clasp,,Steel,"United States, New York, New York",http://www.chrono24.com/panerai/luminor-collection-luminor-marina-40mm-steel-black-dial-circa-2008-ref-pam-48--id4753530.htm,price on request,1 (mint),Automatic
New,,,401205002435,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/radiomir-black-seal-8-days-acciaio-manual-winding-mens-watch-pam00610--id4972276.htm,"$4,795",0 (unworn),
New,,,401111909715,,,,Panerai,,On request,,,,"United States, Florida, Miami",http://www.chrono24.com/panerai/luminor-marina-automatic-acciaio-automatic-mens-watch-pam00104--id4447136.htm,"$5,425",0 (unworn),
